accession	tax_id	description	scientific_name	last_updated	base_count	first_public
X62238	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16
X62219	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3447	1992-10-16
X64485	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16
X62181	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3494	1992-10-16
X62188	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16
X64477	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3506	1992-10-16
X62201	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16
X62213	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3463	1992-10-16
X64472	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3453	1992-10-16
GQ376037	30043	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.	Drosophila repleta	2009-08-03	410	2009-08-02
AY750138	7257	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila robusta	2006-07-20	911	2005-12-31
EU490429	508692	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila endobranchia	2008-04-20	651	2008-03-11
HQ631472	94112	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.	Drosophila constricta	2012-01-02	290	2011-08-30
U94197	46796	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila disjuncta	2005-04-18	222	1998-02-23
U94198	58311	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila iki	2005-04-18	204	1998-02-23
X68160	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)	Drosophila pseudoobscura	2006-11-14	3473	1992-10-08
AY006410	46800	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila hemipeza	2005-09-26	510	2001-09-04
AY006420	47048	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila neopicta	2005-09-26	510	2001-09-04
AY081442	30041	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila polychaeta	2005-04-16	283	2002-08-09
AY750134	311479	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila gani	2006-07-20	911	2005-12-31
DQ471658	47313	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila ezoana	2006-07-20	711	2006-07-20
DQ471668	7244	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila virilis	2006-07-20	711	2006-07-20
HQ631481	186283	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.	Drosophila parabipectinata	2012-01-02	290	2011-08-30
MF908506	1486046	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.	Drosophila subpulchrella	2018-08-19	763	2018-08-19
AY081441	7278	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila bromeliae	2005-04-16	289	2002-08-09
AY006423	46830	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila setosifrons	2005-09-26	510	2001-09-04
AY081443	133996	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila ornatipennis	2005-04-16	277	2002-08-09
AY081439	30031	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila ornatifrons	2005-04-16	283	2002-08-09
OP168392	2759894	Drosophila lutzii isolate Dlz_Ah Adh gene, partial cds.	Drosophila lutzii	2023-06-15	895	2023-06-14
U26837	40366	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila americana	2005-04-17	950	1995-06-22
X68163	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)	Drosophila pseudoobscura	2006-11-14	3489	1992-10-08
AY750142	311479	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila gani	2006-07-20	911	2005-12-31
U90954	57874	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sinobscura	2006-11-14	431	1997-11-14
U94194	46893	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila adunca	2005-04-18	204	1998-02-23
X68162	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)	Drosophila pseudoobscura	2006-11-14	3482	1992-10-08
X68166	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)	Drosophila pseudoobscura	2006-11-14	3505	1992-10-08
AB932677	38838	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.	Drosophila testacea	2015-01-14	826	2015-01-14
AB261137	42062	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.	Drosophila nasuta	2007-11-03	863	2007-11-03
AB932660	198719	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.	Drosophila innubila	2014-10-26	776	2014-10-26
DQ471611	40372	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2006-07-20	711	2006-07-20
LC165388	7282	Drosophila obscura Adh gene, partial cds, strain: obs-sk.	Drosophila obscura	2019-06-04	573	2019-06-04
M60991	46244	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura bogotana	2006-11-14	3475	1992-01-26
U95259	7260	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
X57362	7240	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase	Drosophila simulans	2006-11-14	973	1991-07-17
AB261131	157056	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.	Drosophila formosana	2007-11-03	839	2007-11-03
AB261134	157057	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.	Drosophila neohypocausta	2007-11-03	879	2007-11-03
AB932659	198718	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.	Drosophila histrio	2015-01-14	840	2015-01-14
X57370	7245	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase	Drosophila yakuba	2006-11-14	975	1991-07-17
X60792	7227	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase	Drosophila melanogaster	2006-11-14	1901	1991-10-07
AB932655	7279	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.	Drosophila falleni	2014-10-26	810	2014-10-26
LC165395	77130	Drosophila tsukubaensis Adh gene, partial cds, strain: tsuk-TMK.	Drosophila tsukubaensis	2019-06-04	546	2019-06-04
AB261140	387622	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.	Drosophila maculinotata	2007-11-03	840	2007-11-03
U95273	46792	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila insularis	2005-04-18	1183	1999-01-06
X57361	7240	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase	Drosophila simulans	2006-11-14	969	1991-07-17
AY095942	42027	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila kuntzei	2008-12-16	431	2003-05-01
AY335200	30047	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sturtevanti	2005-04-16	792	2003-12-31
DQ471624	381467	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila multidentata	2006-07-20	711	2006-07-20
KJ767239	7227	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila melanogaster	2014-10-29	872	2014-09-04
LC057197	1660391	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.	Drosophila sp. KO4	2019-06-04	822	2019-06-04
M60984	7237	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura	2006-11-14	3494	1992-04-30
MK017212	7283	UNVERIFIED: Drosophila phalerata adh-related-like (Adhr) gene, partial sequence.	Drosophila phalerata	2018-12-05	495	2018-12-05
U95270	46793	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila paulistorum	2005-04-18	1168	1999-01-06
DQ471648	381452	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila barutani	2006-07-20	711	2006-07-20
EU918956	195057	Drosophila malerkotliana malerkotliana strain mal0-isoC Adh gene, partial sequence.	Drosophila malerkotliana malerkotliana	2008-08-31	386	2008-08-31
HQ110516	30042	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila prosaltans	2011-06-02	859	2011-05-06
LC165369	7246	Drosophila affinis Adh gene, partial cds, strain: 14012-0141.00.	Drosophila affinis	2019-06-04	483	2019-06-04
LC165370	7247	Drosophila algonquin Adh gene, partial cds, strain: 14012-0161.04a.	Drosophila algonquin	2019-06-04	561	2019-06-04
LC165386	7271	Drosophila nebulosa Adh gene, partial cds, strain: 14030-0761.00.	Drosophila nebulosa	2019-06-04	488	2019-06-04
LC165387	30039	Drosophila neocordata Adh gene, partial cds, strain: 14041-0831.00.	Drosophila neocordata	2019-06-04	552	2019-06-04
M60982	7237	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.	Drosophila pseudoobscura	2006-11-14	3472	1992-04-30
M60986	7237	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura	2006-11-14	3463	1992-01-26
MK017220	614641	UNVERIFIED: Drosophila tenebrosa adh-related-like (Adhr) gene, partial sequence.	Drosophila tenebrosa	2018-12-05	495	2018-12-05
AF284480	7238	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sechellia	2006-11-14	700	2000-11-02
AY095936	42028	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila limbata	2008-12-16	446	2003-05-01
AY095937	193351	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila transversa	2008-12-16	437	2003-05-01
AY095945	126591	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila curvispina	2008-12-16	443	2003-05-01
AY156524	7232	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.	Drosophila navojoa	2005-04-16	879	2003-03-03
EU532125	46793	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2010-01-21	542	2010-01-21
HQ110517	30042	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila prosaltans	2011-06-02	828	2011-05-06
MK017208	383693	UNVERIFIED: Drosophila magnaquinaria adh-related-like (Adhr) gene, partial sequence.	Drosophila magnaquinaria	2018-12-05	481	2018-12-05
AY095948	193352	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila unispina	2008-12-16	442	2003-05-01
MK017204	7279	UNVERIFIED: Drosophila falleni adh-related-like (Adhr) gene, partial sequence.	Drosophila falleni	2018-12-05	495	2018-12-05
MK017216	198723	UNVERIFIED: Drosophila suboccidentalis adh-related-like (Adhr) gene, partial sequence.	Drosophila suboccidentalis	2018-12-05	495	2018-12-05
EU918957	296644	Drosophila malerkotliana pallens strain palQ120-isoA Adh gene, partial sequence.	Drosophila malerkotliana pallens	2008-08-31	383	2008-08-31
AB669844	30035	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.	Drosophila malagassya	2014-01-02	840	2014-01-02
AB669863	30033	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.	Drosophila kikkawai	2014-01-02	832	2014-01-02
AB669870	307244	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.	Drosophila ogumai	2014-01-02	836	2014-01-02
AF136671	95109	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136684	95109	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136703	40372	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF459754	7217	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila ananassae	2006-11-14	290	2002-05-16
AF459774	7274	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila serrata	2006-11-14	290	2002-05-16
LC057788	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: X108.	Drosophila albomicans	2015-06-26	846	2015-06-26
LC057800	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: MYS12.	Drosophila nasuta	2015-06-26	851	2015-06-26
AB669892	1084238	Drosophila pseudobaimaii Adh gene for alcohol dehydrogenase, partial cds, strain: K41.	Drosophila pseudobaimaii	2014-01-02	779	2014-01-02
AF136689	95109	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
LC057778	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: K39.	Drosophila albomicans	2015-06-26	846	2015-06-26
LC057790	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: ADM3.	Drosophila nasuta	2015-06-26	851	2015-06-26
LC057792	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: C3.	Drosophila nasuta	2015-06-26	851	2015-06-26
LC057794	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: CJB15.	Drosophila nasuta	2015-06-26	851	2015-06-26
U76475	7224	Drosophila hydei strain 7 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
AB669825	47315	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A12.	Drosophila auraria	2014-01-02	842	2014-01-02
AB669845	30035	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J52.	Drosophila malagassya	2014-01-02	836	2014-01-02
AB669878	7274	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: POM503.	Drosophila serrata	2014-01-02	838	2014-01-02
AF136660	95109	Drosophila americana americana G96.12X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136666	95109	Drosophila americana americana G96.24X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136693	95109	Drosophila americana americana G96.45Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136697	95109	Drosophila americana americana G96.12Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136701	40372	Drosophila americana texana LP97.05 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF459748	94111	Drosophila prostipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila prostipennis	2006-11-14	290	2002-05-16
AF459759	69217	Drosophila pallidosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila pallidosa	2006-11-14	290	2002-05-16
AF459762	61426	Drosophila diplacantha alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila diplacantha	2006-11-14	290	2002-05-16
AF459766	132243	Drosophila vulcana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila vulcana	2006-11-14	290	2002-05-16
AF459768	47315	Drosophila auraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila auraria	2006-11-14	290	2002-05-16
AF459780	137074	Drosophila mayri alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila mayri	2006-11-14	290	2002-05-16
EF560574	306028	Drosophila gasici pop-variant Arica alcohol dehydrogenase (adh) gene, partial cds.	Drosophila gasici	2008-07-12	622	2008-05-01
LC057791	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: BZV1.	Drosophila nasuta	2015-06-26	851	2015-06-26
U76469	7224	Drosophila hydei strain 1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
U76471	7224	Drosophila hydei strain 3 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
AF459752	30038	Drosophila mimetica alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila mimetica	2006-11-14	290	2002-05-16
AF459745	7218	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila bifasciata	2006-11-14	290	2002-05-16
AF136664	95109	Drosophila americana americana G96.23X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
EF560575	306028	Drosophila gasici pop-variant Cochabamba alcohol dehydrogenase (adh) gene, partial cds.	Drosophila gasici	2008-07-12	622	2008-05-01
LC057793	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: C72.	Drosophila nasuta	2015-06-26	851	2015-06-26
U94200	251450	Drosophila sp. 'white tip scutellum' alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila longiperda	2005-04-18	204	1998-02-23
AF459761	112146	Drosophila bicornuta alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila bicornuta	2006-11-14	290	2002-05-16
AH011596	51159	Drosophila lutescens strain 14022-0271.0 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila lutescens	2016-04-08	911	2016-04-08
AY102217	7243	Drosophila teissieri strain Br8 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340290	40366	Drosophila americana pop-variant N00.05X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874364	7241	Drosophila subobscura strain line 6 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1412	2005-05-31
AB669895	77130	Drosophila tsukubaensis Adh gene for alcohol dehydrogenase, partial cds, strain: tsuk-TKM.	Drosophila tsukubaensis	2014-01-02	841	2014-01-02
AB932672	98362	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds, strain: E-14601.	Drosophila ruberrima	2014-10-26	858	2014-10-26
AY340286	40366	Drosophila americana pop-variant NN97.08X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340300	40366	Drosophila americana pop-variant NN97.02Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
U76481	7231	Drosophila mulleri strain -1371.18 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila mulleri	2005-04-18	902	1997-03-06
AB703323	7254	Drosophila narragansett Adh gene for alcohol dehydrogenase, partial cds, clone: D.narragansett.	Drosophila narragansett	2012-03-18	405	2012-03-18
AF136652	95109	Drosophila americana americana D.am-.6X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136653	95109	Drosophila americana americana D.am-.9X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136655	95109	Drosophila americana americana D.am-.7X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY102219	7243	Drosophila teissieri strain Brp jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY102235	7243	Drosophila teissieri strain uz25 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340291	40366	Drosophila americana pop-variant NN00.07X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874372	7241	Drosophila subobscura strain line 26 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AY102223	7243	Drosophila teissieri strain chiri8 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AB669823	154832	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: AM2K-1.	Drosophila asahinai	2014-01-02	839	2014-01-02
AY102227	7243	Drosophila teissieri strain eua7 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AB669843	114631	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: gree-CNRS.	Drosophila greeni	2014-01-02	830	2014-01-02
AH011595	67534	Drosophila triauraria strain 14028-0691.0 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila triauraria	2016-04-08	546	2016-04-08
AY340279	40366	Drosophila americana pop-variant DN00.02X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340297	40366	Drosophila americana pop-variant DN01.02Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340298	40366	Drosophila americana pop-variant DN01.03Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AF136650	95109	Drosophila americana americana D.am-.0X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY340304	40366	Drosophila americana pop-variant NN00.03Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340293	40366	Drosophila americana pop-variant DN00.01Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
U76479	7231	Drosophila mulleri strain -1371.1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila mulleri	2005-04-18	902	1997-03-06
AY695384	30017	Drosophila arawakana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	Drosophila arawakana	2006-11-14	1141	2006-08-01
AB669857	137354	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0491.01.	Drosophila barbarae	2014-01-02	833	2014-01-02
LC057200	193234	Drosophila pseudotakahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0301.00.	Drosophila pseudotakahashii	2019-06-04	830	2019-06-04
AB669880	137353	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0481.00.	Drosophila baimaii	2014-01-02	838	2014-01-02
AF067281	77128	Drosophila eskoi alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila eskoi	2006-11-14	435	1998-07-02
M19547	7227	D.melanogaster (strain Af-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	Drosophila melanogaster	2006-11-14	7119	1991-07-01
AB194438	42026	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type B133.	Drosophila bipectinata	2006-02-27	759	2005-05-07
AY044130	157056	Drosophila formosana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila formosana	2006-11-14	721	2002-08-06
M60996	46244	Drosophila pseudoobscura bogotana strain BOG 3389.9 alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura bogotana	2006-11-14	3450	1992-04-30
AB669876	46829	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.01.	Drosophila birchii	2014-01-02	833	2014-01-02
AY154862	7263	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
AY154851	7263	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
AY154848	7263	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	878	2003-03-03
AY279326	29029	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	Drosophila eugracilis	2006-11-14	2675	2004-03-31
M60994	46244	Drosophila pseudoobscura bogotana strain BOG 3389.5 alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura bogotana	2006-11-14	3471	1992-04-30
AY154849	7263	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	878	2003-03-03
AY154859	7263	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
AY695388	133979	Drosophila dunni strain St. Croix alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	Drosophila dunni	2006-11-14	1141	2006-08-01
AF045117	72474	Drosophila subsaltans strain 14044-0872.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila subsaltans	2006-11-14	405	1998-06-02
AF045121	72471	Drosophila milleri strain 14043-0861.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila milleri	2006-11-14	405	1998-06-02
AF045123	72469	Drosophila austrosaltans strain 14045-0881.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila austrosaltans	2006-11-14	405	1998-06-02
AF045126	30024	Drosophila emarginata strain 14042-0841.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila emarginata	2006-11-14	405	1998-06-02
AY154866	7230	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154839	7230	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154865	7230	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154828	7230	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
U40987	44481	Drosophila imaii alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	Drosophila imaii	2006-11-14	429	1996-09-27
AB194422	195057	Drosophila malerkotliana malerkotliana Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila malerkotliana malerkotliana	2006-02-27	1782	2005-05-07
AF348884	67533	Drosophila rufa strain MS alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	Drosophila rufa	2006-11-14	667	2001-04-16
AY238776	7229	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238772	7229	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
